review,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"scr keseluruhan sudah baik, kamar bagus dan bersih, pelayanan jg memuaskan, yg perlu diperbaiki fasilitas air panas krn di kamar yg sy tempati tdk berfungsi sbg mana mestinya. terima kasih Airy Room. ",neut,neg,neut,pos,pos,neut,pos,neut,neut,neut
kebersihan nya perlu di tingkat kan lg,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
dapet cemilan. emang sih tidak sebersih seperti dihanggar 21. Tetapi masih oke kok tidak jorok.,neut,neut,neut,neut,pos,pos,neut,neut,neut,neut
Kamar mandi bersih dan wangi. channel televisi kurang banyak karena memakai antena dalam. kamar bersih dan wangi. Terima kasih. Lemari baunya agak apek karena lembab.,neut,neut,pos,neut,pos,neut,neut,neut,neg,neut
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",neut,neut,neut,pos,neg,neg,neut,neut,neg,neut
Kamar 209 AC nya tidak dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"cukup baik, pelayanan ramah. ruangan dan kamar mandi cukup bersih hanya saja tercium bau yg menggangu sperti bau rokok, sarapannya mantap over all memuaskan",neut,neut,neg,pos,pos,neut,pos,pos,neut,neut
"SANGAT TIDAK MEMUASKAN!!! Kamar penuh nyamuk,minta obat nyamuk semprot saja tidak ada.dinding penuh dengan nyamuk mati.dalam semalam bisa membuh 20 nyamuk.kamar mandi juga kotor",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
parkir mobil kurang Luas...tidak ada snack...perlengkapan mandi baru disediakan saat ada komplain kamar mandi kurang bersih,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"nyaman, tp sayang air panas ga berfungsi",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"alhamdulillah nyaman,..cuma ac mungkin perlu rajin di cek dan service,..suaranya agak keras dan kurang dingin... overall ok",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
ac kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"AC bocor, keran wastapel rusak, kamar kurang bersih",neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kamar panas, AC tidak dingin. Tempat semacam kurang layak.",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Sedih wifi sama TV gak bisa. Terus kamar mandi kurang bersih. Cuma untuk harga segitu itu udah baik lah ya. ,neut,neut,neut,neut,neg,neut,neut,neut,neg,neg
"Lantai kurang bersih, yang lainnya lumayanlah.",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
Kamar tidak dilengkapi dengan air panas.. Chanel TV ny tidak ada yg clear.. Ngga jelas,neut,neg,neut,neut,neut,neut,neut,neut,neg,neut
"berkesan: harganya super murah, kolam renang bersih... suram: air krannya bau, beddingnya sudah kusam, ac reyot, selimut tipis, ada suara2 di tengah malam dari langit2...",neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
"over all sangat baik, kecuali PARKIR MOTOR YANG KOTOR DAN TIDAK TERAWAT",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
murahhh.... cmn kirang bersih aja.. lantai msih blm keramik,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"lantai licin dan kotor, kamar mandi kotor, sinyal hp susah, wifi apalagi. resepsionis nya jutek, colokanya susah dijangkau. lainnya oke.",neut,neut,neut,pos,neg,neut,neg,neut,neut,neg
"Overall oke sih untuk harga segitu. Cuma kamar mandinya bisa dibersihkan lagi. Lokasi oke, tinggal j",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
"kamar: kebersihan cukup baik, hanya sprei banyak noda, dan agak bau fasilitas lengkap dan berfungsi dengan baik skor 8 dari 10",neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
"kamar tidak sesuai,tempat parkir kurang nyaman,pelayanan kurang rama",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
hotel seperti rumah hantu gelap sepi dan tidak ada reseptionisnya,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
kamar mandinya agak bau....tercium juga dari kamar....air hangatnya nyalanya kecil...,neut,neg,neg,neut,neut,neut,neut,neut,neut,neut
Acnya kurang dingin .. Selebihnya baik,neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"Air hangat berfungsi baikWifi belum nyambung,cukup kotor sprei kasurnya,ada sarang laba2 nya.",neut,pos,neut,neut,neg,neg,neut,neut,neut,neg
"Menginap di kamar 611... Gedung hotel yg sangat bagus, resepsionis yg ramah, di dalam kamar yg bersih. Handuk hanya disediakan 2 yg besar. Ac tidak dingin. Wifi kenceng, dalam kamar mandi tidak ada keset jd agak basah basahan keluar kamar mandi. Sy dpt promo di harga 200rb lebih dikit... Untuk harga tersebut puas bgt....",neg,neut,neut,neut,pos,neg,pos,neut,neut,neut
"sumpah yah gak mau lagi nginap disini, pelayannya gak ramah dan kebersihannya kurang diperhatikan...",neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
overall sih bagus. Hanya pintu pagarnya cuma buka sampai jam 11 malam. Tidak bisa kalau ingin pulang pagi,neut,neut,neut,pos,neut,neut,neg,neut,neut,neut
Air gak jalan sama sekali. TV gak ada. Rupanya ini bukan hotel. namun kos kosan gtu tapi dijadikan airy rooms. air gak jalan sama sekali. wifi gak ada. pelayanan kurang very bad lah. not recommended,neut,neut,neut,neut,neut,neut,neg,neut,neg,neg
"Lokasi strategis, dekat dengan laundry, indomaret, tempat makan, pelayanan ramah, cctv, rental motor dan mobil, kamar bersih dan cukup luas, Ada air panas, AC, TV, WiFi. Kekurangannya hanya WiFi di kamar kurang kencang, jadi harus buka pintu atau duduk di depan kamar, Dan tidak ada keset di depan WC.",neut,pos,neut,neut,neut,neg,pos,neut,pos,neg
Wifi tidak tertangkap,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Kamarnya gak sesuai dengan yg di tampilkan, acnya gk begitu dingin. ",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
pas kebetulan waktu nginap pas lg acara wisudaan beberapa universitas jadi full trus dan yg disayangkan utk makan pagi pegawainya blm datang jd kalo yg pagi banget ngak makan jdnya ,neut,neut,neut,neut,neut,neut,neut,neg,neut,neut
"Suasana hotel jadul menyenangkan, kayak di China Town di mana gitu. Dekat dengan Stasiun Gambir. Para staff hotel ramah. Sarapan enaaaaaak. Fasilitas kamar berfungsi baik. Wifi tidak terlalu kuat (karena kamar di lantai 5). Worth it untuk yang suka nuansa zaman dulu. Terima kasih  Airy Rooms!",neut,neut,neut,neut,neut,neut,pos,pos,neut,neg
"Hanya kuat menginap semalam di hotel ini. Kamar mandi kotor, jorok dan bau. Pintu kamar mandi tidak bisa dikunci, sarapan ala kadarnya. Terpaksa pindah menginap dihotel lain",neut,neut,neg,neut,neg,neut,neut,neg,neut,neut
"lokasi hotel strategis, tapi mohon ditungkatkan utk kebersihan kamar",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kerapian kamar kurang, banyak kabel yang tidak rapi. Sofa kotor.  Sarapan nasinya keras",neut,neut,neut,neut,neg,neut,neut,neg,neut,neut
"Kamar mandi kotor, bed cover kotor, ada bekas rambut di sarung bantal padahal kami baru masuk: artinya sprei-bed cover tidak diganti, tidak ada tempat sampah di dalam kamar atau di luar kamar, selang shower bocor, banyak rambut rontok di saluran air artinya tidak dibersihkan sebelum kami masuk, tempat tidur yang atas lantainya sangat berdebu, atap di atas kasur bawah banyak sawang (semacam sarang laba). Sangat parah, payah. Terlepas tarif hemat, tapi kebersihan sama sekali tidak jadi prioritas hotel ini",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Cukup baik hanya sedang renove jadi terlihat kotor , pelayanan oke",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
"Bagus, murah, sesuai harga, snack gratis, kamar mandi agak kotor sama gaada gantungan bajunya.",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"lokasi ok, namun kami dapat kamar lantai bawah, wifi tidak bisa digunakan",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"So far good, cuma ruangan agak gelap dan AC nya tidak begitu dingin. ",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"pelayanan kurang tanggap,, ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
pelayanannya kurang,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"air panasnya mati, dan posisi hotelnya agak jauh dari kota",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
kurang baik pelayanannya..masa tamu hrs diketawain..sy bayar koq.,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Kamarnya sempit dan pengap. unik memang designnya..kalo luas dikit lagi aja pasti bagus. dan ventilasi/ blower..itu perlu bgt. posisi ac perlu diganti. ,neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
no good. selimutnya and spreynya tdk bersih.  bau keringat bekas pakai penghuni sebelumnya. badan jadi gatal2 setelah nginap di hotel tersebut.,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"Kamar bersih, sarapan lumayan sekelas sama harganya, pelayanan ok hanya saja waktu cek in membutuhkan waktu yg lama.",neut,neut,neut,neut,pos,neut,neg,pos,neut,neut
"kamar tidur dan kamar mandinya nyaman, bersih dan luas lagi. cuma pas nyampe sarung bantal pada blm dipasang. seingat saya di kamar2 airy yg pernah sy nginap,selalu disediain snack dan perlengkapan mandi dari airy..kok yg ini ga ada ya??",neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
bagus cuma wifi tidak bisa dan kamar mandi agak sedikit kotor.  breakfastnya enak sekaliiiiii,neut,neut,neut,neut,neg,neut,neut,pos,neut,neg
"listrik sempet mati, kasur bau",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Kamar mandi bau dan pintu kamar mandi rusak...Banyak nyamuk ,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Tempatnya secara keseluruhan baik, rapi, bersih. Hanya hot shower tak tersedia",neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
bagus.....hanya saya untuk kedunginan ac perlu di perhatikan karena kemarin kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
tidak ada koneksi WiFi dan menu sarapan yang cenderung menu makan siang,neut,neut,neut,neut,neut,neut,neut,neg,neut,neg
"kamar mandinya kurang bersih, ngak ada pewanginya juga. mohon di tingkatkan kembali..",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
AC nya rusak tidak berfungsi mohon di perbaiki (saya menginap di kamar K / L ).,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
rumah di jadikan penginapan.udah gitu pas mau masuk pagar ny gak ada yg buka.kecewa besar di buat airy ini,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
baguss tapi wifinyaa lemottt bangett,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"tempat tidurnya nyaman, bersih :) hanya saja breakfastnya kurang bervariasi, wifinya tidak nyantol di kamar ^^ letak hotelnya ada di tengah kota jadi nggak jauh klo mau jalan-jalan, dekat dengan stasiun dan mall juga :) disekitar hotel banyak warung makan :) thank you airy, mungkin bisa diperbaiki yg kurang kurang ya :)",neut,neut,neut,neut,pos,pos,neut,neg,neut,neg
"tapi sayangnya tvnya banyak semutnya gak bsa di tonton,mohon di perbaiki lagi hehe",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"kamarnya berdebu bangeet, trus pintunya gabisa dikunci dari dalem saya panik kl tbtb ada yang masuk. kamar mandinya klosetnya jg kotor dan keliatan ga pernah di sapu dipel",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"breakfastnya enak, staff dan pelayanannya sangat ramah, hanya Ac yang kurang dingin",neg,neut,neut,neut,neut,neut,pos,pos,neut,neut
baik dan puas tapi masih ada kekurangannya waktu saya boking airy rooms saya pilih 1 bad tp ketika saya cek in yang di kasih 2 bad.! mohon di tingkatkan lagi.. terimah kasih airy rooma.!,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"hotel bagus dan pemandanganya juga bagus. tp kusus buat kamat Airynya bener2 berbeda sekali dengan kamar lainya, kamar airynya banyak sarang laba2 tempat tidur yg sudah ga nyaman karena pernya berasa banget dibadan dan sudah miring2, ase dikamat juga tdak dingin apa lagi kamar tidak ada fentilasi sama sekali jadi makin berasa pegap.",neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
Air shower ny panas nya gak teratur. Overall ok untuk harga segitu. ,neut,neg,neut,pos,neut,neut,neut,neut,neut,neut
bagus bersih wifi lemot anduk bau itu saja yg d benahi selebihnya nyaman saja,neut,neut,neut,pos,neut,neg,neut,neut,neut,neg
"km mandi bau, anduk tdk ada, sudah saya minta tdk di kaish.",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"nomer telpon susah d hubungi, g ada penjaga",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Ga masalah hotelnya lama. Cuma sayang aja kurang bersih. Keliatan sprei ga di ganti. Ga di rapihin p,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
AC tidak berfungsi sempurna jadi panas.,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",pos,neut,neut,neut,pos,neut,neut,neut,neg,pos
"Kamar kurang bersih, dinding kamar juga kusam sehingga menjadi kesan tidak nyaman, Lokasi strategis karena berada di pusat kota dan dekat dengan pusat kuliner.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Semua oke, hanya tidak mendapatkan snack sesuai yang ditawarkan. Breakfast sekedarnya.",neut,neut,neut,pos,neut,neg,neut,neg,neut,neut
bau kamarnya kurang wangi. kalau diberi pengharum ruangan lebih baik,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Kamar tidak sesuai gambar yang di foto sangat kecil, ACnya bocor, kamarnya juga ada rembesan air dan bocor kamar mandinya kecil dan gelap dan tidak ada kesetnya, Sangat mengecewakan.",neg,neut,neut,neut,neg,neg,neut,neut,neut,neut
"fasilitas sudah cukup baik utk budget segitu, resepsionis ramah, hanya saja kebersihan seprai kurang dan ruangan tidak wangi.",neut,neut,neg,neut,neg,pos,pos,neut,neut,neut
view bagus pelayanan bagus cm ac aja kurang dingin,neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
"Awalnya cuma pengen coba dan membuktikan review nih hotel dan...taraaaaa...ternyata bener nginep dsini ga nyaman. Mulai dr kasir yg ga ramah sama sekali dan ga pasang senyum (please deh klo lg badmodd atau PMS better ambil cuti) dan ga ada CS yg stay ditempat jd kudu cari2 dulu, AC kamar yg ga dingin sampai kamar ga bs dikunci jg makanannya yg buat sya pribadi kurang enak...and finally terima kasih buat para tamu yg uda berbagi pengalaman....",neg,neut,neut,neut,neut,neut,neg,neg,neut,neut
"baik : keramahan pelayanan, desain bangunan yg nyaman lemah : kebersihan kamar. lantai terasa lengket. ac lambat mencapai suhu yg diinginkan",neg,neut,neut,neut,neg,neut,pos,neut,neut,neut
Biasa aja sih makanan sayavminta di antar tapi tidak diantar antar,neut,neut,neut,neut,neut,neut,neut,neg,neut,neut
"t4 nya oke n tenang .hanya sja, kamarnya agak kotor .sebelum tamu masuk kamar, harap dicek dlu",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
mungkin bisa dimulai dari fasilitas di kamar mandi soalnya waktu saya menempati kamar yg dipesan shower air panas tidak berfungsi,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"resepsionis check in kurang ramah, berisik, tidak ada tissue,  ",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
slow respon..not hospitality Staff..pegawai sering gk ad d tempat..kolam renang kotor,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Proses check-in lama, menu makanan cuma 1 varian, tidak ada snack.",neut,neut,neut,neut,neut,neg,neg,neg,neut,neut
"kamar mandi kotor, kasur jg bau apek makanan tidak enak",neut,neut,neg,neut,neg,neut,neut,neg,neut,neut
"NOT RECOMMENDED soalnya sering air mati, ga ada air panasnya, tamu berkunjung cm boleh 5mnt aja, karyawannya judes bgt.. ",neut,neg,neut,neut,neut,neut,neg,neut,neut,neut
"di kamar mandi, air hamgatnya tidak ada.. selebihnya sudah baik.",neut,neg,neut,pos,neut,neut,neut,neut,neut,neut
Kamar mandi agak bau karena air tetesan AC.,neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
tdk standart lemari rusak aroma kamar tdk fres pegap lakpu ada yg mati diminta sama cs nya tdk diganti,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
air panas di kamar mandi ga nyala. udh dilaporkan bbrapa kali tp ga direspon. resepsionisnya kurang ramah dan terkesan cuek. kebersihan bagus.,neut,neg,neut,neut,pos,neut,neg,neut,neut,neut
"Hotel dengan nuansa interior tradisional. Lokasi strategis dengan akses ke berbagai moda transportasi mudah,, dekat dengan mall dan food court. Kamar sempit dan AC yang berisik mungkin itu saja yang menjadi kekurangannya.",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Air wc sendat. Air sedikit handuk tidak standar hotel.  ,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"untuk kamar udah lumayan, hanya saja handuknya bau seperti gk di cuci, trus di bawa kasur ada apel busuk mungkin sisa tamu...itu aja sih",neut,neut,neg,neut,neg,neg,neut,neut,neut,neut
lantai berdebu,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
snaknya tolong disediakan,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Kebersihannya kurang dijaga. ,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"sejauh ini baik, apalagi pengantaran ke bandara juga gratis. Mungkin wifinya bisa diperbaiki karena saya sudah berapa kali coba connect tapi selalu gagal mendapatkan IP. Over all untuk staff semuanya sangat baik, sopan dan benar2 ramah.",neut,neut,neut,neut,neut,neut,pos,neut,neut,neg
"Kamar baik seperti biasa, hanya toilet perlu dibersihkan dan diperbaiki.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar bau, furniture sdh sangat tua ",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
Sayang gak ada tisu dikamar dan kamar mandi sedikit bau,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
Nyaman banget kamar nya. Tapi sayang wifi nya lg bermsalah.,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Kebersihan tiap kamar hotel perlu diperhatikan lagi,kenyamanan kamar sudah bagus,layanan,makanan dan tempat juga cukup memuaskan",neut,neut,neut,neut,neg,neut,pos,pos,neut,neut
ac kamar kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"toilet kotor, parkir penuh yg kos bulanan, penjaga ga ramah. cukup sekali aj.",neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
"Hotelnya sebenarnya bagus, luas, bentuknya tiap kamar kaya bungalow sendiri2 gitu, kolam renang di blakang jg bersih hijau adem kaya digambar. tp manajemennya kaya masih baru msh berantakan. kamar masih blm siap pas jam check-in nunggu hampir sejam, sprei sama kamar mandi kotor. complimentary airy box good ada minum, alat mandi, free snacks banyak",neut,neut,neut,neut,neg,pos,neg,neut,neut,neut
"kamarnya bagus, cuman tivinya perlu diperbaiki dan wcnya kurang bersih",neut,neut,neut,pos,neg,neut,neut,neut,neg,neut
agak bau rokok :),neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"untuk lokasi nya agak masuk disebelakang ruko, ketika saya sampai dsana jam 12 pintu sdh di tutup n perlu menelepon operator hotel, untuk kamar kondisinya kurang baik, ruangannya bau seperti habis di pakai, handuk berantakan, sabun mandi seperti habis di pakai, tempat tidur acak acakan n penuh rambut di atas nya, wc mampet tidak berfungsi, ada kaos kaki di laci lemari, dan kamar berdebu. untung ada wifi dan AC sehingga ruangan tidak terlalu sumpek",pos,neut,neg,neut,neg,neg,neut,neut,neut,pos
"pelayanan baik, ramah, bersih. Sprei sma bantal aja yg perlu di perbaiki, krn warna nya sudah coklat2",neut,neut,neut,neut,pos,neg,pos,neut,neut,neut
"Receptionist sangat ramah, kamar bersih dan wangi. fasilitas lengkap dengan harga yg sgt terjangkau.. Ada menu makanan yg bisa dipesan dan jg lagi dg harga yg terjangkau. Mungkin hanya fasilitas wifi yang perlu diperbaiki, karna tidak bisa dipakai. ",neut,neut,pos,neut,pos,neut,pos,neut,neut,neg
